Receipt Text,Receipt JSON,Merchant Name,Merchant Category,Items
"297
BUY ONE GET ONE FREE QUARTER POUNDER
W/CHEESE OR EGG MCMUFFIN
Go to <UNKNOWN> within 7 days
and tell us about your visit.
Validation Code:
Expires 30 days after receipt date.
Valid at participating US McDonald's.
Survey Code:
22427-02971-11222-18587-00071-0
<UNKNOWN> Restaurant #22427
94-212 LEOKU ST
WAIPAHU,HI 96797
TEL# 808-671-0881
<UNKNOWN> 2
11/12/2022 06:58 PM
Sidel
Order 97
1 Double <UNKNOWN>
3.59
LIGHT Onions
LIGHT Ketchup
NO Pickle
1 <UNKNOWN> French Fries
3.19
Subtotal
6.78
Tax
0.32
Take-Out Total
7.10
Cashless
7.10
Change
0.00
<UNKNOWN> 467572
CARD ISSUER
ACCOUNT#
Visa SALE
<UNKNOWN>
TRANSACTION AMOUNT
7.10
CONTACTLESS
AUTHORIZATION CODE - 07396D
SEQ# 033675
AID: A0000000031010
McDonald's Restaurant
Have A Nice Day!
","{
    ""ReceiptInfo"": {
        ""merchant"": ""McDonald's Restaurant"",
        ""address"": ""94-212 LEOKU ST"",
        ""city"": ""WAIPAHU"",
        ""state"": ""HI"",
        ""phoneNumber"": ""808-671-0881"",
        ""tax"": 0.32,
        ""total"": 7.1,
        ""receiptDate"": ""11/12/2022"",
        ""receiptTime"": ""06:58 PM"",
        ""ITEMS"": [
            {
                ""description"": ""Double <UNKNOWN>"",
                ""quantity"": 1,
                ""unitPrice"": 3.59,
                ""totalPrice"": 3.59,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""<UNKNOWN> French Fries"",
                ""quantity"": 1,
                ""unitPrice"": 3.19,
                ""totalPrice"": 3.19,
                ""discountAmount"": 0.0
            }
        ]
    }
}",McDonald's Restaurant,Restaurants and Food Services,"[
    {
        ""Name"": ""Double <UNKNOWN>"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""<UNKNOWN> French Fries"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"<UNKNOWN> <UNKNOWN> 808-457-3679
4450 Kapolei Pkwy
<UNKNOWN> Hawaii 96707-1878
07/17/2023 07:52 PM
GROCERY
261050140 HERSHEY PB
TF $11.56
4 @ $2.89 ea
SUBTOTAL
$11.56
T = HI TAX 4.71200 on $11.56
$0.54
TOTAL
$12.10
*5213 <UNKNOWN> TOTAL PAYMENT
$12.10
AID: A0000000980840
US DEBIT
AUTH <UNKNOWN> <UNKNOWN>
005217
WHEN YOU RETURN ANY ITEM, YOUR
RETURN CREDIT WILL NOT INCLUDE ANY
PROMOTIONAL DISCOUNT OR COUPON THAT
APPLIED TO THE ORIGINAL ORDER.
Your Target Circle earnings are in!
Open the Target App or visit
Target.com/Circle to see <UNKNOWN> benefits.
<UNKNOWN> VCD#752-168-549
Help make your Target Run better.
Take a 2 minute <UNKNOWN> vey about today's trip
informtarget.com
User ID: 7680 1758 9983
Password: 778 404
CUENTENOS EN ESPANOL
Please take this survey within 7 days
","{
    ""ReceiptInfo"": {
        ""merchant"": ""<UNKNOWN>"",
        ""address"": ""4450 Kapolei Pkwy"",
        ""city"": ""<UNKNOWN>"",
        ""state"": ""Hawaii"",
        ""phoneNumber"": ""808-457-3679"",
        ""tax"": 0.54,
        ""total"": 12.1,
        ""receiptDate"": ""07/17/2023"",
        ""receiptTime"": ""07:52 PM"",
        ""ITEMS"": [
            {
                ""description"": ""261050140 HERSHEY PB"",
                ""quantity"": 4,
                ""unitPrice"": 2.89,
                ""totalPrice"": 11.56,
                ""discountAmount"": 0.0
            }
        ]
    }
}",<UNKNOWN>,Grocery and Supermarket,"[
    {
        ""Name"": ""261050140 HERSHEY PB"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"SAFEWAY
<UNKNOWN>
Store 204 Dir Chris Brannum
Main (808) 988-2058
2855 East Manoa Road
HONOLULU HI 96822
REFRIG/FROZEN
LUCERNE MILK WHOLE
4.49 B
TAX
0.21
**** BALANCE
4.70
Credit Purchase 05/26/22 11:57
CARD #
************2925
REF: 915751429250
AUTH: 0002386D
PAYMENT AMOUNT
4.70
AL VISA CREDIT
AID A0000000031010
TVR 0000000000
TSI 0000
Visa
4.70
CHANGE
0.00
TOTAL NUMBER OF ITEMS SOLD =
1
05/26/22 11:57 204 93 29
8893
POINTS EARNED TODAY
Points Towards Next Reward 10 of 100
Rewards Expiring 05/31/22
2
REWARDS AVAILABLE
3
YOUR CASHIER TODAY WAS SELF
00020409300292205261157
Thank you for shopping Safeway!
For SAFEWAY FOR U questions call
877-276-9637 or Safeway.com/foru
","{
    ""ReceiptInfo"": {
        ""merchant"": ""SAFEWAY"",
        ""address"": ""2855 East Manoa Road"",
        ""city"": ""HONOLULU"",
        ""state"": ""HI"",
        ""phoneNumber"": ""Main (808) 988-2058"",
        ""tax"": 0.21,
        ""total"": 4.7,
        ""receiptDate"": ""05/26/22"",
        ""receiptTime"": ""11:57"",
        ""ITEMS"": [
            {
                ""description"": ""LUCERNE MILK WHOLE"",
                ""quantity"": 1,
                ""unitPrice"": 4.49,
                ""totalPrice"": 4.49,
                ""discountAmount"": 0.0
            }
        ]
    }
}",SAFEWAY,Grocery and Supermarket,"[
    {
        ""Name"": ""LUCERNE MILK WHOLE"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"see's
<UNKNOWN>
CANDIES
2HI001 See's Candies, Inc (2HI001 )
4211 Waialae Ave
Honolulu, HI 96816
808-737-9592
www.sees.com
Store: 701
Register 1
<UNKNOWN> 7/3/23
<UNKNOWN> 2:52 PM
Ticket: 545540
<UNKNOWN> 070100000003
Welcome to our <UNKNOWN>
Item
Qty
Price
Amount
<UNKNOWN>
Chocolate Colored Film
506635
4
1.35
5.40
Subtotal
5.40
HI1 Candy
0.25
Total
5.65
Visa
5.65
************2130
Auth # : 09710D
Transaction Type: Sale
Entry Method: Contactless
Auth <UNKNOWN> 2:52 PM
Trace <UNKNOWN> CREDIT-138012
Card Holder <UNKNOWN> CARDHOLDER/VISA
AID A0000000031010
TVR 0000000000
TSI 0000
ARC 00
APP VISA CREDIT
Change
0.00
For customer support, you can call or
text us at 800.347.7337
Thank you for shopping at See's Candies.
Come back soon.
Sold Item Count = 4
T1131131Y1133931D4AXHLM
Customer Copy
","{
    ""ReceiptInfo"": {
        ""merchant"": ""See's Candies, Inc (2HI001)"",
        ""address"": ""4211 Waialae Ave"",
        ""city"": ""Honolulu"",
        ""state"": ""HI"",
        ""phoneNumber"": ""808-737-9592"",
        ""tax"": 0.25,
        ""total"": 5.65,
        ""receiptDate"": ""7/3/23"",
        ""receiptTime"": ""2:52 PM"",
        ""ITEMS"": [
            {
                ""description"": ""Chocolate Colored Film"",
                ""quantity"": 4,
                ""unitPrice"": 1.35,
                ""totalPrice"": 5.4,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""HI1 Candy"",
                ""quantity"": 1,
                ""unitPrice"": 5.4,
                ""totalPrice"": 5.4,
                ""discountAmount"": 0.25
            }
        ]
    }
}","See's Candies, Inc (2HI001)",Grocery and Supermarket,"[
    {
        ""Name"": ""Chocolate Colored Film"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""HI1 Candy"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"Longs Drugs <UNKNOWN>
91-919 FORT WEAVER RD
EWA BEACH, HI 96706
808.689.5860
REG#01 TRN#8020 CSHR#2262192 STR#7356
Helped by: JEFFREY
ExtraCare Card <UNKNOWN>
1858
1 OREO ORIG DBL STFF 14.0
2.93B
ORIGINAL PRICE
6.99
2/9.00
2.49 -
COUPON SAVINGS
1.57 -
1 BAUD WAFER CHOCLT <UNKNOWN>
<UNKNOWN>
ORIGINAL PRICE
2.69
3/5.00
1.02 -
COUPON SAVINGS
.57 -
1 HWNISL TEABG GVGNS <UNKNOWN>
3.60B
ORIGINAL PRICE
5.49
COUPON SAVINGS
1.89 -
COUPONS APPLIED
1 $4 OFF YOUR PURCHASE
4.00 - CVS
1 2% BACK IN <UNKNOWN> R
.03 - CVS
3 ITEMS
SUBTOTAL
7.63
HI 4.712% TAX
.36
TOTAL
7.99
DEBIT
7.99
3476
CH
US DEBIT
3476
APPROVED# 003818
REF# 010205
TRAN <UNKNOWN> SALE
AID: A0000000042203
<UNKNOWN> <UNKNOWN>
TERMINAL# 84198694
PIN VERIFIED ONLINE
CVM: 420300
<UNKNOWN> 0000048000
TSI(9B): E800
CHANGE
00
Returns Return with 0200 12
3507 3563 1998
CVS Refund amount <UNKNOWN> thru subject to
after all coupons is based and discounts. 09/16/2023 on <UNKNOWN>
JULY 18, 2023
7:38 PM
<UNKNOWN> <UNKNOWN>
","{
    ""ReceiptInfo"": {
        ""merchant"": ""Longs Drugs"",
        ""address"": ""91-919 FORT WEAVER RD"",
        ""city"": ""EWA BEACH"",
        ""state"": ""HI"",
        ""phoneNumber"": ""808.689.5860"",
        ""tax"": 0.36,
        ""total"": 7.63,
        ""receiptDate"": ""JULY 18, 2023"",
        ""receiptTime"": ""7:38 PM"",
        ""ITEMS"": [
            {
                ""description"": ""OREO ORIG DBL STFF 14.0"",
                ""quantity"": 1,
                ""unitPrice"": 2.93,
                ""totalPrice"": 2.93,
                ""discountAmount"": 4.06
            },
            {
                ""description"": ""BAUD WAFER CHOCLT"",
                ""quantity"": 1,
                ""unitPrice"": 2.69,
                ""totalPrice"": 1.67,
                ""discountAmount"": 1.02
            },
            {
                ""description"": ""HWNISL TEABG GVGNS"",
                ""quantity"": 1,
                ""unitPrice"": 3.6,
                ""totalPrice"": 3.6,
                ""discountAmount"": 1.89
            }
        ]
    }
}",Longs Drugs,Grocery and Supermarket,"[
    {
        ""Name"": ""OREO ORIG DBL STFF 14.0"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""BAUD WAFER CHOCLT"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""HWNISL TEABG GVGNS"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"WHOLE FOODS
MARKET
Kailua KAO 808-263-6800
629 Kailua Rd
Kailua, HI 96734
Tap Room\Food Venue
Order 5010002, Table 12
CRISPY CAULIFLOWER BITES
$11.00 T
THE MARKET PUB BURGER
$14.00 T
MIXER $2
$2.00 T
Subtotal:
$27.00
Net Sales:
$27.00
Tax:
4.71%
$1.27
Total:
$28.27
Sold Items:
3
Paid:
VISA
*2130 $28.27
Chip Card:VISA CREDIT
Chip Card AID:A0000000031010
RETURNS: All returns require a receipt.
No returns on items purchased after
90 days. For additional information
please visit wfm.com/returns.
Prime members save at Whole Foods Market,
and get Free Shipping, Video, Music & more
Learn more at amazon.com/PrimeSavings
Earn 5% Back at Whole Foods Market
with the Amazon Prime Rewards Visa.
Learn more at amazon.com/wfmvisa
502 6816 11/27/2022 11:17 AM
63011036850206816112720220
4RUQMA44NH
Thanks for shopping at Whole Foods Market
WholeFoodsMarket.com
","{
    ""ReceiptInfo"": {
        ""merchant"": ""WHOLE FOODS MARKET"",
        ""address"": ""629 Kailua Rd"",
        ""city"": ""Kailua"",
        ""state"": ""HI"",
        ""phoneNumber"": ""808-263-6800"",
        ""tax"": 1.27,
        ""total"": 28.27,
        ""receiptDate"": ""11/27/2022"",
        ""receiptTime"": ""11:17 AM"",
        ""ITEMS"": [
            {
                ""description"": ""CRISPY CAULIFLOWER BITES"",
                ""quantity"": 1,
                ""unitPrice"": 11.0,
                ""totalPrice"": 11.0,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""THE MARKET PUB BURGER"",
                ""quantity"": 1,
                ""unitPrice"": 14.0,
                ""totalPrice"": 14.0,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""MIXER"",
                ""quantity"": 1,
                ""unitPrice"": 2.0,
                ""totalPrice"": 2.0,
                ""discountAmount"": 0.0
            }
        ]
    }
}",WHOLE FOODS MARKET,Grocery and Supermarket,"[
    {
        ""Name"": ""CRISPY CAULIFLOWER BITES"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""THE MARKET PUB BURGER"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""MIXER"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"SAFEWAY
<UNKNOWN>
<UNKNOWN>
Store 204 Dir Kaipo Ah Mook Sang
<UNKNOWN> ( (808) 988-2058
2855 East Manoa Road
HONOLULU HI 96822
REFRIG/FROZEN
LIFEWAY OWM KFR PL.
7.49 B
Regular Price
7.99
Member Savings
0.50-
OPN NT PIZZA <UNKNOWN>
8.49 B
Regular Price
9.99
Member Savings
1.50-
PRODUCE
SIG PISTACHIOS
10.99 B
0.45 1b @ $2.99 /lb
WT
APPLES ROYAL GALA
1.35 B
TAX
1.33
**** BALANCE
29.65
Credit Purchase 08/10/23 21:45
CARD #
REF: 404509421300 AUTH: 0005305D
PAYMENT AMOUNT
29.65
AL VISA CREDIT
AID A0000000031010
TVR 0000000000
TSI 0000
Visa
29.65
CHANGE
0.00
TOTAL NUMBER OF ITEMS SOLD =
4
08/10/23 21:45 204 1 622 5492
REWARDS AVAILABLE
3
POINTS EARNED TODAY
Base Points 28
Total 28
Points Towards Next Reward 32 of 100
YOUR CASHIER TODAY WAS FRANCIS
YOUR SAVINGS
Member Savings
2.00
Total
2.00
Total Savings Value
7%
<UNKNOWN>
Thank you for shopping <UNKNOWN>
For SAFEWAY FOR U questions call
877-276-9637 or Safeway.com/foru
","{
    ""ReceiptInfo"": {
        ""merchant"": ""SAFEWAY"",
        ""address"": ""2855 East Manoa Road"",
        ""city"": ""HONOLULU"",
        ""state"": ""HI"",
        ""phoneNumber"": ""(808) 988-2058"",
        ""tax"": 1.33,
        ""total"": 29.65,
        ""receiptDate"": ""08/10/23"",
        ""receiptTime"": ""21:45"",
        ""ITEMS"": [
            {
                ""description"": ""LIFEWAY OWM KFR PL."",
                ""quantity"": 1,
                ""unitPrice"": 7.49,
                ""totalPrice"": 7.99,
                ""discountAmount"": 0.5
            },
            {
                ""description"": ""OPN NT PIZZA"",
                ""quantity"": 1,
                ""unitPrice"": 8.49,
                ""totalPrice"": 9.99,
                ""discountAmount"": 1.5
            },
            {
                ""description"": ""SIG PISTACHIOS"",
                ""quantity"": 1,
                ""unitPrice"": 10.99,
                ""totalPrice"": 10.99,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""APPLES ROYAL GALA"",
                ""quantity"": 1,
                ""unitPrice"": 1.35,
                ""totalPrice"": 1.35,
                ""discountAmount"": 0.0
            }
        ]
    }
}",SAFEWAY,Grocery and Supermarket,"[
    {
        ""Name"": ""LIFEWAY OWM KFR PL."",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""OPN NT PIZZA"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""SIG PISTACHIOS"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""APPLES ROYAL GALA"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"Hardware
Hawaii
CONTRACTOR'S
CHOICE
THANK YOU FOR SHOPPING AT
<UNKNOWN> Hawaii Kailua
30 Kihapai Street
Kailua, Hawaii 96734
www.hardwarehawaii.com
(808) 266-1133
Kailua
10/07/23 10:30AM 1013
106
SALE
QC
1 BG
$10.25 BG
CONCRETE MIX 60lb QUIKRETE
$10.25
SUB-TOTAL:$
10.25 TAX:
$
.48
TOTAL: $
10.73
BC <UNKNOWN>
$
10.73
","{
    ""ReceiptInfo"": {
        ""merchant"": ""Hardware Hawaii"",
        ""address"": ""30 Kihapai Street"",
        ""city"": ""Kailua"",
        ""state"": ""Hawaii"",
        ""phoneNumber"": ""(808) 266-1133"",
        ""tax"": 0.48,
        ""total"": 10.73,
        ""receiptDate"": ""10/07/23"",
        ""receiptTime"": ""10:30AM"",
        ""ITEMS"": [
            {
                ""description"": ""CONCRETE MIX 60lb QUIKRETE"",
                ""quantity"": 1,
                ""unitPrice"": 10.25,
                ""totalPrice"": 10.25,
                ""discountAmount"": 0.0
            }
        ]
    }
}",Hardware Hawaii,Home and Garden,"[
    {
        ""Name"": ""CONCRETE MIX 60lb QUIKRETE"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"ROSS
DRESS FOR LESS
HONOLULU, HI 96814
808-945-0848
Receipt # 0383-08-3142-3287-2
400260303352 120Z BLUE PREMIUM
$3.49R
400259803634 12x11.3x4.75 Acac
$10.99R
Subtotal
$14.48
Sales Tax 4.712%
$0.68
Total
$15.16
Sold: 2 Returned: 0
Discover
$15.16
Card No. <UNKNOWN> <I>
8032870038300840131
Auth. No. 01477R
AID: A0000001523010
DISCOVER
Cardholder
Please Retain for Your Records
Receipt <UNKNOWN>
Tender Detail #:1-01-9-11-001516
1-01-9-11-001516
Store: 0383
Reg: 08
Tran: 3142
Date: 10/14/23 11:51:39 AM Assoc: 979242
Like us on Facebook!
<UNKNOWN>
You Could Win a
$1000 Gift Card!
Take a short survey for the chance to
win a $1000 gift card Grand Prize or
be one of 5 winners of a $100 gift card.
<UNKNOWN>
Winners will be drawn monthly.
Visit website above for complete rules.
No purchase necessary.
Participe en una encuesta para la
oportunidad de ganar $1000!
","{
    ""ReceiptInfo"": {
        ""merchant"": ""ROSS DRESS FOR LESS"",
        ""address"": ""HONOLULU, HI 96814"",
        ""city"": ""HONOLULU"",
        ""state"": ""HI"",
        ""phoneNumber"": ""808-945-0848"",
        ""tax"": 0.68,
        ""total"": 15.16,
        ""receiptDate"": ""10/14/23"",
        ""receiptTime"": ""11:51:39 AM"",
        ""ITEMS"": [
            {
                ""description"": ""120Z BLUE PREMIUM"",
                ""quantity"": 1,
                ""unitPrice"": 3.49,
                ""totalPrice"": 3.49,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""12x11.3x4.75 Acac"",
                ""quantity"": 1,
                ""unitPrice"": 10.99,
                ""totalPrice"": 10.99,
                ""discountAmount"": 0.0
            }
        ]
    }
}",ROSS DRESS FOR LESS,Clothing and Apparel,"[
    {
        ""Name"": ""120Z BLUE PREMIUM"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""12x11.3x4.75 Acac"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"Hawaii
Wet'N'Wild Hawaii
Water Park
Sarah
08/06/2023 10:36
<UNKNOWN> 323103010814
Regstr 103 Park 10
Qty
Description
Price
1 2023 Gold Pass $79.99
$79.99
1 2023 Season Pass $59.99
$59.99
Subtotal
$139.98
Tax
$6.60
Total
$146.58
PURCHASE
APPROVED
Total:
$146.58
Card Type:
VISA
Card Entry:
Contactless
Acct #:
2130
Approval Code: 08005D
EMV PURCHASE
App Label:
VISA CREDIT
Mode:
Issuer
AID: A0000000031010
TVR: 0000000000
IAD: 06021203A00000
TSI:
ARC: 00
AC: <UNKNOWN>
<UNKNOWN>
Change Due
$0.00
MAHALO
","{
    ""ReceiptInfo"": {
        ""merchant"": ""Wet'N'Wild Hawaii"",
        ""address"": ""Regstr 103 Park 10"",
        ""city"": ""<UNKNOWN>"",
        ""state"": ""Hawaii"",
        ""phoneNumber"": ""<UNKNOWN>"",
        ""tax"": 6.6,
        ""total"": 146.58,
        ""receiptDate"": ""08/06/2023"",
        ""receiptTime"": ""10:36"",
        ""ITEMS"": [
            {
                ""description"": ""2023 Gold Pass"",
                ""quantity"": 1,
                ""unitPrice"": 79.99,
                ""totalPrice"": 79.99,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""2023 Season Pass"",
                ""quantity"": 1,
                ""unitPrice"": 59.99,
                ""totalPrice"": 59.99,
                ""discountAmount"": 0.0
            }
        ]
    }
}",Wet'N'Wild Hawaii,Entertainment and Leisure,"[
    {
        ""Name"": ""2023 Gold Pass"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""2023 Season Pass"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"129
For question comments or concerns
Call McDonald's Hotline
800-683-5587
Now Delivering with
Door Dash
Survey Code:
14616-01290-70423-16249-00085-
McDonald's Restaurant #14616
3549 RUSSETT GREEN E (WM#1985)
MD
ANNE
<UNKNOWN> 20724
TEL# 301-7767980
Thank You Valued Customer
KS# 1
07/04/2023 04:24 PM
Sidel
Order 29
1 Happy Meal Ch Burger
4.39
1 Cheeseburger
NO Pickle
1 Extra Kids Fry
1 Apple Juice
1 S Apl Jc Surcharge
1 ELEMENTAL
1 S Grimace Bday Shake
3.69
1 S Shake Surcharge
Subtotal
8.08
Tax
0.48
Take-Out Total
8.56
Cashless
8.56
Change
0.00
MER# 464239
CARD ISSUER
ACCOUNT#
Visa SALE
<UNKNOWN>
TRANSACTION AMOUNT
8.56
CONTACTLESS
AUTHORIZATION CODE - 03172D
SEQ# 035443
AID: A0000000031010
Now Hiring
Text MD349 To 38000
Sign up for MyMcDonald's rewards
to earn points on future visits
","{
    ""ReceiptInfo"": {
        ""merchant"": ""McDonald's Restaurant #14616"",
        ""address"": ""3549 RUSSETT GREEN E (WM#1985)"",
        ""city"": ""ANNE"",
        ""state"": ""MD"",
        ""phoneNumber"": ""TEL# 301-7767980"",
        ""tax"": 0.48,
        ""total"": 8.56,
        ""receiptDate"": ""07/04/2023"",
        ""receiptTime"": ""04:24 PM"",
        ""ITEMS"": [
            {
                ""description"": ""1 Happy Meal Ch Burger"",
                ""quantity"": 1,
                ""unitPrice"": 4.39,
                ""totalPrice"": 4.39,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""1 Cheeseburger"",
                ""quantity"": 1,
                ""unitPrice"": 0.0,
                ""totalPrice"": 0.0,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""1 Extra Kids Fry"",
                ""quantity"": 1,
                ""unitPrice"": 0.0,
                ""totalPrice"": 0.0,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""1 Apple Juice"",
                ""quantity"": 1,
                ""unitPrice"": 0.0,
                ""totalPrice"": 0.0,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""1 S Apl Jc Surcharge"",
                ""quantity"": 1,
                ""unitPrice"": 0.0,
                ""totalPrice"": 0.0,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""1 ELEMENTAL"",
                ""quantity"": 1,
                ""unitPrice"": 0.0,
                ""totalPrice"": 0.0,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""1 S Grimace Bday Shake"",
                ""quantity"": 1,
                ""unitPrice"": 3.69,
                ""totalPrice"": 3.69,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""1 S Shake Surcharge"",
                ""quantity"": 1,
                ""unitPrice"": 0.0,
                ""totalPrice"": 0.0,
                ""discountAmount"": 0.0
            }
        ]
    }
}",McDonald's Restaurant #14616,Restaurants and Food Services,"[
    {
        ""Name"": ""1 Happy Meal Ch Burger"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""1 Cheeseburger"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""1 Extra Kids Fry"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""1 Apple Juice"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""1 S Apl Jc Surcharge"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""1 ELEMENTAL"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""1 S Grimace Bday Shake"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""1 S Shake Surcharge"",
        ""Category"": ""Clothing and Apparel""
    }
]"
"Give us feedback @ survey.walmart.com
Thank you! ID <UNKNOWN>
Walmart
Wal-Mart
808-955-8441 Mgr. WALTER
700 KEEAUMOKU ST
ST# 03478 OP# 009056 TE# 56 TR# 00983
HONOLULU HI 96814
9
TC# # ITEMS 0876 2458 SOLD 1970 106 9123
1852 REPRINT BY OP#
4.54 X
<UNKNOWN> F F
0.06 N
7.68 X
DOLE JCE
F
7.68 X
HI FEE/DEP
F
9.96 T
FC
FC PNUT PNUT BTR BTR
F
<UNKNOWN> F F
3.48 X
3.48 X
SEASONED SF CANDY
PTY
<UNKNOWN> F
3.48 X
F
3.48 <UNKNOWN>
SF CANDY
F
5.12 X
SF CANDY
SF CANDY
<UNKNOWN>
48.96
KETCHUP
SUBTOTAL
2.30
<UNKNOWN>
<UNKNOWN>
51.26
<UNKNOWN>
51.26
TAX1
VISA TEND DUE
0.00
ACCOUNT #- 130 <UNKNOWN> PURCHASE APPR# <UNKNOWN>
CHANGE
51.26 TOTAL
REF # 317900710718
TRANS ID - 303179221344150
VALIDATION - KMZS
PAYMENT SERVICE - E
TERMINAL # 27650120
06/27/23
20:08:54
<UNKNOWN>
Become a
member today
Scan for 30-day free trial.
Low prices You Can <UNKNOWN> Every Day.
06/27/23
20:09:01
","{
    ""ReceiptInfo"": {
        ""merchant"": ""Walmart"",
        ""address"": ""700 Keeaumoku St"",
        ""city"": ""Honolulu"",
        ""state"": ""HI"",
        ""phoneNumber"": ""808-955-8441"",
        ""tax"": 2.3,
        ""total"": 51.26,
        ""receiptDate"": ""06/27/23"",
        ""receiptTime"": ""20:08:54"",
        ""ITEMS"": [
            {
                ""description"": ""<UNKNOWN>"",
                ""quantity"": 4,
                ""unitPrice"": 4.54,
                ""totalPrice"": 18.16,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""<UNKNOWN>"",
                ""quantity"": 1,
                ""unitPrice"": 0.06,
                ""totalPrice"": 0.06,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""DOLE JCE"",
                ""quantity"": 1,
                ""unitPrice"": 7.68,
                ""totalPrice"": 7.68,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""HI FEE/DEP"",
                ""quantity"": 1,
                ""unitPrice"": 9.96,
                ""totalPrice"": 9.96,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""FC PNUT PNUT BTR BTR"",
                ""quantity"": 1,
                ""unitPrice"": 3.48,
                ""totalPrice"": 3.48,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""SEASONED SF CANDY"",
                ""quantity"": 1,
                ""unitPrice"": 3.48,
                ""totalPrice"": 3.48,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""<UNKNOWN>"",
                ""quantity"": 1,
                ""unitPrice"": 5.12,
                ""totalPrice"": 5.12,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""SF CANDY"",
                ""quantity"": 2,
                ""unitPrice"": 3.48,
                ""totalPrice"": 6.96,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""<UNKNOWN>"",
                ""quantity"": 1,
                ""unitPrice"": 48.96,
                ""totalPrice"": 48.96,
                ""discountAmount"": 0.0
            },
            {
                ""description"": ""KETCHUP"",
                ""quantity"": 1,
                ""unitPrice"": 2.3,
                ""totalPrice"": 2.3,
                ""discountAmount"": 0.0
            }
        ]
    }
}",Walmart,Grocery and Supermarket,"[
    {
        ""Name"": ""<UNKNOWN>"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""<UNKNOWN>"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""DOLE JCE"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""HI FEE/DEP"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""FC PNUT PNUT BTR BTR"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""SEASONED SF CANDY"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""<UNKNOWN>"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""SF CANDY"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""<UNKNOWN>"",
        ""Category"": ""Clothing and Apparel""
    },
    {
        ""Name"": ""KETCHUP"",
        ""Category"": ""Clothing and Apparel""
    }
]"
