Vendor Name,Number of Items,Total Price ($),Discount ($),Tax ($),Category,Time
Walmart,4,421.34,125.88,24.5,Retail,2022-04-03 08:54:13
Costco,18,102.22,20.64,4.12,Retail,2022-12-24 16:07:50
Walmart,1,158.51,22.0,13.88,Retail,2022-12-06 09:27:41
Walmart,16,371.68,30.59,48.09,Retail,2021-08-23 02:10:28
Starbucks,7,472.76,56.93,39.37,Food Services,2022-01-06 07:25:02
Starbucks,11,12.37,3.19,1.17,Food Services,2022-04-12 18:34:38
Starbucks,4,174.15,4.76,14.99,Food Services,2021-07-23 16:53:12
Target,9,314.24,64.58,31.17,Retail,2021-06-22 01:09:06
Burger King,6,277.83,37.87,18.21,Food Services,2021-03-15 00:01:12
Costco,6,278.63,64.83,18.39,Retail,2022-11-01 13:22:22
Target,12,33.23,6.68,1.79,Retail,2021-08-10 03:46:19
Lowe's,2,272.59,24.77,35.31,Home Improvement,2022-08-12 15:07:41
Subway,11,42.18,10.35,4.23,Food Services,2022-09-20 21:20:33
Lowe's,20,91.03,24.55,5.28,Home Improvement,2021-07-25 09:19:38
Lowe's,1,225.52,16.51,30.66,Home Improvement,2021-03-30 04:05:39
KFC,2,193.12,45.89,16.88,Food Services,2022-04-11 00:00:38
Walmart,11,17.61,0.07,2.57,Retail,2021-06-14 19:44:00
Burger King,6,235.28,49.1,23.05,Food Services,2022-03-13 11:50:36
Walmart,9,56.82,1.0,4.23,Retail,2022-02-12 10:31:57
KFC,19,146.02,2.99,14.04,Food Services,2021-09-20 21:35:43
Starbucks,11,119.56,26.53,6.87,Food Services,2022-02-11 11:26:53
Burger King,1,340.75,39.11,16.37,Food Services,2022-11-14 05:33:00
McDonalds,4,282.9,2.56,34.57,Food Services,2021-09-01 01:55:44
Ross,8,288.16,46.74,22.54,Retail,2021-12-13 23:10:59
Starbucks,6,23.99,6.86,1.36,Food Services,2022-10-21 16:30:46
Burger King,11,314.99,21.64,14.83,Food Services,2022-10-29 15:31:50
KFC,4,72.2,21.1,4.24,Food Services,2022-03-14 21:50:12
Ross,1,25.58,4.1,1.42,Retail,2022-03-26 23:55:53
Ross,3,74.08,12.17,5.62,Retail,2021-01-15 13:07:05
Target,10,175.42,29.66,7.52,Retail,2022-04-02 20:38:56
Walmart,12,388.74,42.84,20.28,Retail,2022-03-23 08:45:42
KFC,12,185.8,22.82,14.03,Food Services,2022-03-23 17:42:13
Starbucks,5,110.34,17.36,10.23,Food Services,2022-12-31 08:03:05
Best Buy,4,162.76,28.45,15.11,Electronics,2021-03-16 14:44:48
Subway,6,182.05,25.56,14.81,Food Services,2021-11-03 18:33:00
Home Depot,12,53.21,2.39,6.89,Home Improvement,2021-05-20 06:53:17
Target,15,386.46,43.38,29.98,Retail,2022-11-07 05:44:09
KFC,12,410.57,51.0,25.42,Food Services,2021-05-03 11:54:38
Subway,15,496.34,63.57,56.08,Food Services,2022-07-01 05:51:38
McDonalds,1,185.96,1.72,16.75,Food Services,2022-12-15 04:19:37
Subway,4,421.34,125.89,23.32,Food Services,2022-06-20 20:09:41
McDonalds,14,6.52,1.39,0.37,Food Services,2022-04-23 07:04:25
Lowe's,16,301.96,89.03,30.44,Home Improvement,2021-02-17 09:58:04
Starbucks,6,87.84,21.88,4.1,Food Services,2022-04-29 19:39:54
Lowe's,6,289.74,33.9,31.16,Home Improvement,2021-07-18 10:43:52
Walmart,15,395.39,37.2,48.87,Retail,2022-01-30 14:16:52
McDonalds,10,285.95,2.45,33.9,Food Services,2021-07-30 16:27:17
McDonalds,12,12.69,1.09,1.08,Food Services,2022-07-24 05:15:41
McDonalds,1,114.23,27.28,7.71,Food Services,2022-10-31 03:35:19
Starbucks,19,401.94,24.06,23.63,Food Services,2021-10-31 01:42:13
Subway,16,183.78,48.2,15.91,Food Services,2022-04-21 22:30:18
Burger King,5,20.24,3.64,1.92,Food Services,2021-11-25 22:37:22
Target,10,399.79,34.8,36.45,Retail,2021-11-05 11:58:51
Burger King,20,124.35,31.41,12.16,Food Services,2021-06-06 22:24:09
Burger King,6,250.81,70.86,9.68,Food Services,2022-12-07 01:26:39
Burger King,14,105.23,9.23,13.09,Food Services,2021-03-22 13:58:03
Starbucks,9,85.73,19.39,5.36,Food Services,2021-05-08 06:07:08
Target,7,437.2,77.77,23.69,Retail,2021-03-23 08:39:27
Ross,9,289.51,24.63,14.86,Retail,2022-03-21 23:32:40
Target,4,209.76,21.04,20.68,Retail,2022-02-12 11:38:15
KFC,9,426.05,122.81,43.59,Food Services,2022-09-21 09:32:03
Walmart,1,174.03,22.14,14.94,Retail,2021-09-04 16:49:24
KFC,19,401.63,14.38,35.7,Food Services,2022-06-03 13:18:12
Costco,19,493.16,37.0,57.86,Retail,2021-09-25 01:34:36
Burger King,5,24.96,0.94,3.18,Food Services,2022-09-22 16:48:36
Walmart,12,406.16,62.92,50.66,Retail,2022-10-10 09:25:33
Subway,13,271.84,74.45,12.06,Food Services,2022-04-25 20:56:15
Best Buy,7,109.56,21.12,7.98,Electronics,2021-02-01 20:56:15
Costco,2,320.18,19.96,27.37,Retail,2022-06-24 13:12:12
KFC,4,208.73,21.19,11.31,Food Services,2022-07-18 14:12:39
Ross,9,121.65,23.99,14.39,Retail,2021-06-17 07:02:40
Home Depot,14,103.49,6.31,14.19,Home Improvement,2021-08-06 21:23:37
Home Depot,7,480.77,14.67,58.41,Home Improvement,2021-10-09 22:01:27
KFC,11,498.71,76.2,42.2,Food Services,2021-06-14 16:46:36
Subway,2,285.25,56.57,17.5,Food Services,2022-05-13 17:08:58
Costco,2,54.46,5.4,5.5,Retail,2021-03-17 23:49:50
McDonalds,10,395.52,7.7,34.58,Food Services,2021-04-26 20:56:05
Target,8,69.57,2.88,8.1,Retail,2021-02-12 02:07:29
Lowe's,16,275.82,19.46,35.09,Home Improvement,2021-06-18 22:02:29
Subway,4,169.56,36.43,8.01,Food Services,2021-12-17 01:59:42
McDonalds,16,134.62,19.34,15.04,Food Services,2022-06-04 16:34:18
Ross,20,110.93,18.97,7.82,Retail,2021-07-23 14:48:41
Home Depot,6,69.79,12.49,5.67,Home Improvement,2022-09-12 19:48:20
McDonalds,20,452.47,92.61,38.35,Food Services,2021-01-06 17:58:15
Starbucks,15,435.35,127.98,21.88,Food Services,2021-06-24 13:30:16
Starbucks,19,160.88,17.39,7.68,Food Services,2022-12-22 08:52:57
Burger King,1,288.24,54.05,30.23,Food Services,2022-08-05 21:12:18
Walmart,2,206.47,38.6,16.0,Retail,2022-05-16 00:06:02
Walmart,18,194.08,24.5,21.96,Retail,2021-02-03 21:54:38
Target,2,35.93,7.05,3.39,Retail,2022-05-31 18:01:09
Costco,20,346.53,90.59,35.24,Retail,2022-02-13 08:52:44
KFC,4,417.96,94.59,17.28,Food Services,2022-04-05 20:54:13
Subway,14,414.84,12.53,27.38,Food Services,2022-11-02 04:53:22
Ross,18,123.36,17.88,11.65,Retail,2021-07-21 21:11:50
Home Depot,7,30.29,4.82,3.44,Home Improvement,2022-11-09 02:12:36
McDonalds,5,199.94,56.04,13.79,Food Services,2021-07-11 06:24:11
McDonalds,4,81.94,21.44,5.99,Food Services,2021-07-19 02:20:00
Subway,7,276.95,45.9,27.66,Food Services,2021-10-31 07:15:57
Ross,16,372.09,90.28,15.45,Retail,2021-08-27 05:38:01
Home Depot,19,242.51,33.19,26.0,Home Improvement,2021-11-23 21:20:41
Target,18,119.51,2.3,15.95,Retail,2022-01-25 14:07:55
McDonalds,11,462.73,133.68,26.45,Food Services,2022-11-02 01:51:30
Best Buy,14,139.82,33.05,8.78,Electronics,2021-09-06 12:37:03
McDonalds,4,155.12,9.08,10.84,Food Services,2022-02-19 17:07:43
Ross,11,110.35,26.27,11.49,Retail,2021-07-10 03:06:36
Starbucks,17,469.44,55.27,23.45,Food Services,2022-01-06 02:24:47
Lowe's,4,492.52,94.38,52.08,Home Improvement,2022-09-23 06:34:00
Starbucks,9,9.27,1.09,0.43,Food Services,2021-05-07 11:28:56
Walmart,14,215.65,57.91,20.57,Retail,2021-10-23 00:19:04
Walmart,9,462.61,91.76,39.78,Retail,2021-01-12 00:23:04
Costco,2,79.74,14.75,6.88,Retail,2021-05-08 12:39:33
Burger King,11,215.48,32.69,26.21,Food Services,2022-12-18 16:16:56
Lowe's,8,320.74,25.92,33.03,Home Improvement,2021-07-11 09:48:57
Ross,1,448.02,3.73,34.48,Retail,2022-07-20 16:47:46
Best Buy,1,193.6,46.9,21.57,Electronics,2022-05-22 12:56:21
Ross,2,87.73,22.64,6.65,Retail,2021-10-03 04:47:13
Costco,11,17.92,3.64,1.37,Retail,2022-01-31 10:48:49
McDonalds,9,493.7,8.75,65.94,Food Services,2022-01-15 08:35:56
Ross,7,317.28,81.89,23.91,Retail,2022-02-11 16:19:37
McDonalds,18,462.05,44.59,30.51,Food Services,2022-04-09 23:26:03
Walmart,11,478.8,142.18,47.02,Retail,2022-11-21 03:01:57
Burger King,20,294.77,70.95,13.6,Food Services,2022-08-27 07:36:24
Walmart,16,180.42,23.54,10.56,Retail,2022-07-08 20:47:23
Best Buy,6,426.6,55.06,45.07,Electronics,2022-07-02 02:56:17
Burger King,7,153.86,43.86,11.87,Food Services,2021-02-12 10:55:14
McDonalds,1,288.3,74.28,26.86,Food Services,2022-09-23 21:11:02
Starbucks,15,406.85,88.47,24.9,Food Services,2022-02-12 11:09:36
Target,12,489.92,9.81,45.18,Retail,2021-03-30 06:22:18
Burger King,4,493.68,24.36,42.94,Food Services,2022-02-23 16:16:46
Starbucks,12,315.13,24.01,40.02,Food Services,2021-01-09 10:41:46
Best Buy,3,471.07,59.43,61.5,Electronics,2021-03-28 07:14:10
Subway,14,232.43,5.17,13.63,Food Services,2021-12-20 21:46:31
KFC,5,194.03,10.75,25.07,Food Services,2021-01-27 09:21:55
Target,14,142.82,6.05,20.16,Retail,2022-03-17 02:51:43
Lowe's,18,459.98,126.11,36.57,Home Improvement,2022-03-12 04:20:30
KFC,2,417.5,55.67,44.27,Food Services,2022-01-29 19:51:46
Home Depot,5,279.14,2.85,19.25,Home Improvement,2021-08-09 09:24:24
Best Buy,7,136.27,20.99,13.78,Electronics,2021-08-09 23:15:20
Home Depot,5,23.21,4.35,2.51,Home Improvement,2021-12-15 02:38:43
Starbucks,1,25.87,3.39,2.68,Food Services,2021-01-09 00:43:13
Burger King,6,339.61,37.39,22.08,Food Services,2022-08-18 14:35:09
Starbucks,13,252.7,42.86,25.68,Food Services,2021-09-12 10:26:02
McDonalds,2,486.18,127.59,31.4,Food Services,2021-09-13 20:34:05
McDonalds,17,359.05,25.47,36.23,Food Services,2021-01-29 08:22:27
Lowe's,8,106.64,5.14,6.94,Home Improvement,2021-06-29 20:02:11
Walmart,3,497.56,59.1,40.46,Retail,2022-08-07 02:09:45
Walmart,5,309.25,65.88,33.87,Retail,2022-05-25 09:17:35
Walmart,19,106.0,15.46,5.55,Retail,2022-06-08 07:06:22
Burger King,12,49.19,6.76,3.07,Food Services,2022-03-28 20:27:08
Walmart,4,182.29,25.21,10.85,Retail,2021-08-13 14:50:31
Burger King,4,387.16,7.91,44.4,Food Services,2021-12-04 23:59:54
McDonalds,16,106.18,26.17,9.42,Food Services,2021-11-11 20:04:17
Best Buy,16,471.24,21.82,22.67,Electronics,2021-12-20 06:06:55
Costco,14,314.89,65.69,36.22,Retail,2021-05-20 04:20:38
Costco,19,385.01,70.73,30.03,Retail,2021-05-30 19:38:15
Burger King,16,340.37,42.87,19.56,Food Services,2021-08-15 14:57:45
Best Buy,10,422.95,55.28,47.03,Electronics,2021-01-02 12:01:15
KFC,16,39.05,3.41,3.45,Food Services,2022-03-07 11:36:28
Target,16,311.56,60.94,17.81,Retail,2022-12-17 11:52:15
Home Depot,15,179.11,34.7,18.46,Home Improvement,2022-01-10 03:33:33
Target,3,132.27,22.44,11.94,Retail,2022-06-01 16:31:10
Best Buy,10,329.64,17.53,15.74,Electronics,2022-03-10 21:32:57
Subway,18,475.37,115.01,35.42,Food Services,2021-05-21 19:37:55
Walmart,14,179.22,23.51,18.71,Retail,2021-01-26 10:45:26
Walmart,8,214.5,62.3,9.0,Retail,2021-10-19 14:18:48
Lowe's,20,108.89,8.74,5.19,Home Improvement,2022-01-04 06:37:13
Subway,2,38.17,2.88,2.28,Food Services,2022-08-15 21:39:46
Ross,7,123.37,8.1,11.98,Retail,2021-01-14 21:52:13
Walmart,15,246.84,11.22,13.47,Retail,2022-11-11 11:24:22
KFC,20,28.73,0.48,2.06,Food Services,2022-11-02 14:25:53
Home Depot,9,393.33,58.34,43.55,Home Improvement,2021-03-19 23:55:53
Best Buy,5,44.62,9.71,3.94,Electronics,2022-10-21 06:28:21
KFC,7,424.22,86.36,46.54,Food Services,2022-04-28 02:58:55
McDonalds,18,259.82,23.3,17.69,Food Services,2021-05-24 22:29:33
Target,3,55.09,6.85,4.45,Retail,2021-07-17 11:47:55
Best Buy,5,59.88,17.2,2.65,Electronics,2022-12-16 10:36:22
Ross,2,207.2,34.75,18.37,Retail,2022-12-25 05:24:37
KFC,19,488.58,137.48,25.84,Food Services,2021-01-14 03:28:50
Walmart,2,15.78,3.76,0.99,Retail,2022-05-05 14:30:55
Burger King,3,145.94,20.43,18.51,Food Services,2021-03-24 19:45:32
Home Depot,8,136.09,36.81,10.83,Home Improvement,2022-07-21 19:31:31
KFC,4,447.17,73.04,32.56,Food Services,2022-12-17 04:59:21
Starbucks,12,31.72,3.89,4.01,Food Services,2022-09-13 17:02:36
Target,9,434.52,0.92,42.9,Retail,2021-06-21 06:28:20
McDonalds,3,214.97,34.43,10.34,Food Services,2021-05-17 16:22:25
KFC,20,120.51,20.0,7.9,Food Services,2022-07-03 01:57:43
Best Buy,13,33.96,3.64,2.92,Electronics,2022-03-15 15:07:21
McDonalds,15,255.13,69.93,27.18,Food Services,2022-11-26 11:45:53
McDonalds,12,487.49,88.89,33.54,Food Services,2022-06-26 11:01:49
Subway,20,450.54,107.39,45.07,Food Services,2021-11-26 08:12:57
KFC,4,161.22,20.42,10.41,Food Services,2022-10-23 21:22:09
Target,13,477.04,101.21,52.07,Retail,2022-07-06 20:49:02
Burger King,7,397.06,8.14,34.1,Food Services,2021-06-11 04:01:03
Ross,7,29.08,7.05,3.21,Retail,2022-05-21 07:37:03
Costco,4,394.27,64.89,18.0,Retail,2021-04-29 16:54:43
Ross,12,233.51,23.79,30.08,Retail,2021-08-13 14:05:00
Target,14,370.72,110.2,30.68,Retail,2022-05-30 22:52:58
Lowe's,5,207.57,61.16,12.48,Home Improvement,2021-04-05 17:05:07
Walmart,5,349.61,34.14,22.19,Retail,2022-07-08 08:09:31
Starbucks,12,309.51,8.71,28.21,Food Services,2022-05-09 17:52:18
Best Buy,20,119.08,16.25,5.82,Electronics,2021-03-01 01:33:41
McDonalds,7,458.03,132.4,45.94,Food Services,2021-06-03 16:49:49
Target,12,8.62,1.8,0.92,Retail,2021-01-08 11:45:34
Target,20,34.39,1.7,1.89,Retail,2022-06-02 18:30:19
Home Depot,18,448.24,19.54,40.97,Home Improvement,2022-02-21 21:41:22
KFC,11,11.66,0.08,1.12,Food Services,2022-07-04 10:03:06
Walmart,8,265.57,53.7,30.11,Retail,2021-03-19 06:47:20
Home Depot,5,425.74,73.44,49.83,Home Improvement,2022-03-21 17:14:37
Home Depot,1,435.44,69.4,39.28,Home Improvement,2022-12-23 00:19:32
Ross,20,92.84,27.4,6.23,Retail,2021-01-09 13:52:11
Best Buy,2,465.45,65.72,39.36,Electronics,2021-07-28 04:05:57
KFC,15,172.32,31.52,16.23,Food Services,2021-03-19 04:25:18
Ross,19,337.58,73.01,14.3,Retail,2022-01-12 21:50:04
Lowe's,9,215.1,49.25,24.39,Home Improvement,2021-01-25 07:25:17
Burger King,11,194.22,13.72,19.63,Food Services,2022-02-20 11:56:01
KFC,7,487.38,113.86,51.47,Food Services,2022-06-22 10:21:13
Ross,10,269.1,56.58,19.91,Retail,2022-12-17 20:55:04
Subway,4,498.32,38.31,32.98,Food Services,2022-04-24 20:53:10
Target,13,78.89,19.1,8.66,Retail,2021-11-16 08:44:30
Best Buy,16,442.96,35.11,34.97,Electronics,2022-10-25 09:54:46
Target,13,181.07,52.71,11.7,Retail,2021-07-22 20:20:00
Walmart,7,463.24,51.0,24.42,Retail,2021-01-10 20:28:41
Home Depot,14,105.68,13.48,6.9,Home Improvement,2022-05-21 05:09:34
KFC,14,162.53,0.82,18.35,Food Services,2021-02-27 22:53:08
McDonalds,10,466.2,28.68,32.18,Food Services,2022-06-25 12:04:53
Home Depot,11,150.08,36.7,7.44,Home Improvement,2022-05-20 02:45:05
Best Buy,16,8.45,0.33,0.93,Electronics,2021-02-21 13:26:57
Walmart,10,422.57,91.86,23.07,Retail,2022-02-26 21:16:52
Ross,11,155.96,8.65,12.13,Retail,2022-07-05 01:54:43
Starbucks,12,228.21,58.27,11.51,Food Services,2021-12-19 13:19:46
McDonalds,9,383.49,75.05,40.49,Food Services,2022-01-16 23:54:50
Walmart,11,446.9,114.95,27.98,Retail,2021-02-08 00:57:30
Target,16,185.62,35.21,21.1,Retail,2021-03-14 14:55:37
Burger King,18,145.22,38.3,12.01,Food Services,2022-10-18 18:55:44
Target,15,495.23,51.49,42.02,Retail,2022-05-17 20:49:04
Home Depot,18,21.3,3.46,2.03,Home Improvement,2021-10-03 05:19:15
Walmart,19,237.82,35.95,18.69,Retail,2022-06-16 15:53:32
Burger King,2,484.76,74.88,42.48,Food Services,2022-04-15 23:10:45
Best Buy,7,344.14,52.19,18.04,Electronics,2021-02-11 17:01:12
Starbucks,11,173.18,23.46,18.4,Food Services,2021-04-27 00:33:07
Best Buy,19,13.98,2.73,1.46,Electronics,2022-04-19 14:46:38
Home Depot,9,243.68,44.85,20.53,Home Improvement,2022-06-08 13:34:53
McDonalds,10,85.26,23.67,4.32,Food Services,2022-01-17 03:13:40
Burger King,8,490.87,146.29,26.56,Food Services,2021-09-26 08:25:15
McDonalds,19,359.81,16.09,44.28,Food Services,2021-05-31 09:36:18
McDonalds,20,303.77,76.08,31.12,Food Services,2022-01-13 13:57:39
Burger King,10,309.51,84.23,13.41,Food Services,2022-07-09 15:53:51
